2020-01-02|139.0
2020-01-03|139.0
2020-01-06|139.0
2020-01-07|139.0
2020-01-08|139.0
2020-01-09|139.0
2020-01-10|139.0
2020-01-11|139.0
2020-01-13|139.0
2020-01-14|139.0
2020-01-15|139.0
2020-01-16|139.0
2020-01-17|139.0
2020-01-18|139.0
2020-01-20|139.0
2020-01-21|139.0
2020-01-22|139.0
2020-01-23|139.0
2020-01-24|139.0
2020-01-25|139.0
2020-01-27|139.0
2020-01-28|139.0
2020-01-29|139.0
2020-01-30|139.0
2020-01-31|139.0
2020-02-01|139.0
2020-02-03|139.0
2020-02-04|139.0
2020-02-05|139.0
2020-02-06|139.0
2020-02-07|139.0
2020-02-08|139.0
2020-02-10|139.0
2020-02-11|139.0
2020-02-12|139.0
2020-02-13|139.0
2020-02-14|139.0
2020-02-15|139.0
2020-02-17|139.0
2020-02-18|139.0
2020-02-19|139.0
2020-02-20|139.0
2020-02-21|139.0
2020-02-24|139.0
2020-02-25|139.0
2020-02-26|139.0
2020-02-27|139.0
2020-02-28|139.0
2020-02-29|139.0
2020-03-02|139.0
2020-03-03|139.0
2020-03-04|139.0
2020-03-05|139.0
2020-03-06|139.0
2020-03-07|139.0
2020-03-09|139.0
2020-03-10|139.0
2020-03-11|139.0
2020-03-12|139.0
2020-03-13|139.0
2020-03-16|139.0
2020-03-17|139.0
2020-03-19|139.0
2020-03-20|139.0
2020-03-23|139.0
2020-03-24|139.0
2020-03-25|139.0
2020-03-26|139.0
2020-03-27|139.0
2020-03-30|139.0
2020-03-31|139.0
2020-04-01|145.2
2020-04-02|145.2
2020-04-03|145.2
2020-04-06|145.2
2020-04-07|145.2
2020-04-08|145.2
2020-04-09|145.2
2020-04-10|145.2
2020-04-14|145.2
2020-04-15|145.2
2020-04-16|145.2
2020-04-17|145.2
2020-04-20|145.2
2020-04-21|145.2
2020-04-22|145.2
2020-04-23|145.2
2020-04-24|145.2
2020-04-27|145.2
2020-04-28|145.2
2020-04-29|145.2
2020-04-30|145.2
2020-05-04|145.2
2020-05-05|145.2
2020-05-06|145.2
2020-05-07|145.2
2020-05-11|145.2
2020-05-12|145.2
2020-05-13|145.2
2020-05-14|145.2
2020-05-15|145.2
2020-05-16|145.2
2020-05-18|145.2
2020-05-19|145.2
2020-05-20|145.2
2020-05-22|145.2
2020-05-25|145.2
2020-05-26|145.2
2020-05-27|145.2
2020-05-28|145.2
2020-05-29|145.2
2020-06-01|145.2
2020-06-02|145.2
2020-06-03|145.2
2020-06-04|145.2
2020-06-05|145.2
2020-06-08|145.2
2020-06-09|145.2
2020-06-10|145.2
2020-06-11|145.2
2020-06-12|145.2
2020-06-13|145.2
2020-06-15|145.2
2020-06-16|145.2
2020-06-17|145.2
2020-06-18|145.2
2020-06-19|145.2
2020-06-20|145.2
2020-06-22|145.2
2020-06-23|145.2
2020-06-24|145.2
2020-06-25|145.2
2020-06-26|145.2
2020-06-29|145.2
2020-06-30|145.2
