2020-01-02|44100.0|409
2020-01-02|62010.0|706
2020-01-02|147483.0|253
2020-01-03|44550.0|349
2020-01-03|59733.0|265
2020-01-03|127890.0|48
2020-01-03|171000.0|280
2020-01-03|297900.0|864
2020-01-06|58500.0|717
2020-01-06|64980.0|526
2020-01-06|161550.0|385
2020-01-06|192600.0|592
2020-01-06|301500.0|460
2020-01-06|546138.0|175
2020-01-06|580500.0|776
2020-01-07|182250.0|999
2020-01-07|227700.0|595
2020-01-08|48150.0|1074
2020-01-08|72000.0|1040
2020-01-08|82800.0|901
2020-01-08|98991.0|434
2020-01-08|103950.0|841
2020-01-08|108837.0|742
2020-01-08|111060.0|432
2020-01-08|120600.0|397
2020-01-08|193500.0|67
2020-01-08|218700.0|1102
2020-01-08|222660.0|990
2020-01-08|246240.0|743
2020-01-08|264600.0|882
2020-01-08|334800.0|470
2020-01-09|124200.0|243
2020-01-09|136437.75|85
2020-01-09|144000.0|934
2020-01-09|148050.0|208
2020-01-09|243000.0|758
2020-01-10|41400.0|614
2020-01-10|47700.0|590
2020-01-10|48150.0|647
2020-01-10|54080.1|156
2020-01-10|63531.0|1019
2020-01-10|64800.0|373
2020-01-10|90900.0|379
2020-01-10|92700.0|556
2020-01-10|95760.0|573
2020-01-10|104580.0|739
2020-01-10|127035.0|412
2020-01-10|142672.5|1082
2020-01-10|172134.0|915
2020-01-10|176220.0|889
2020-01-10|250961.4|143
2020-01-10|256203.0|873
2020-01-10|273600.0|973
2020-01-10|495293.85|356
2020-01-11|100260.0|288
2020-01-11|129600.0|580
2020-01-13|72450.0|407
2020-01-13|90900.0|536
2020-01-13|104931.0|15
2020-01-13|175896.0|813
2020-01-13|315000.0|987
2020-01-13|510255.0|956
2020-01-13|1575675.0|66
2020-01-14|43043.4|309
2020-01-14|95400.0|306
2020-01-14|96300.0|529
2020-01-14|99000.0|241
2020-01-14|151650.0|908
2020-01-14|172080.0|751
2020-01-14|206550.0|174
2020-01-14|217800.0|261
2020-01-14|287100.0|577
2020-01-14|333000.0|18
2020-01-14|380700.0|131
2020-01-14|2070000.0|69
2020-01-15|74988.0|838
2020-01-15|110700.0|430
2020-01-15|128700.0|660
2020-01-15|129573.0|32
2020-01-15|135000.0|799
2020-01-15|139050.0|279
2020-01-15|140310.0|3
2020-01-15|156150.0|977
2020-01-15|215640.0|561
2020-01-15|252000.0|1034
2020-01-15|264411.0|1042
2020-01-16|42750.0|1015
2020-01-16|47700.0|579
2020-01-16|66600.0|560
2020-01-16|93600.0|497
2020-01-16|110466.0|1095
2020-01-16|132300.0|591
2020-01-16|200700.0|393
2020-01-16|209520.0|736
2020-01-16|220500.0|45
2020-01-16|305100.0|360
2020-01-16|418950.0|719
2020-01-17|63450.0|612
2020-01-17|84150.0|328
2020-01-17|121500.0|192
2020-01-17|138600.0|1038
2020-01-17|215100.0|386
2020-01-17|218700.0|681
2020-01-17|221769.0|201
2020-01-17|227610.0|907
2020-01-17|288478.8|688
2020-01-17|558000.0|917
2020-01-17|679500.0|117
2020-01-17|844290.0|625
2020-01-17|855000.0|172
2020-01-18|100800.0|232
2020-01-18|115200.0|418
2020-01-20|62100.0|559
2020-01-20|83700.0|553
2020-01-20|152100.0|256
2020-01-20|198450.0|238
2020-01-20|198450.0|498
2020-01-20|201600.0|370
2020-01-20|220950.0|522
2020-01-20|228888.0|788
2020-01-20|252000.0|1041
2020-01-20|289323.09|123
2020-01-20|429417.0|707
2020-01-20|477000.0|325
2020-01-20|712800.0|98
2020-01-21|27720.0|1075
2020-01-21|56700.0|1009
2020-01-21|65700.0|527
2020-01-21|67950.0|868
2020-01-21|90000.0|562
2020-01-21|105300.0|255
2020-01-21|115560.0|646
2020-01-21|177615.0|640
2020-01-21|228271.5|431
2020-01-21|251100.0|991
2020-01-21|517500.0|116
2020-01-22|80100.0|302
2020-01-22|82800.0|222
2020-01-22|103500.0|791
2020-01-22|104400.0|835
2020-01-22|153450.0|938
2020-01-22|171000.0|292
2020-01-23|44910.0|709
2020-01-23|129960.0|1061
2020-01-23|166500.0|533
2020-01-23|178625.952|396
2020-01-23|187200.0|911
2020-01-23|200250.0|926
2020-01-23|200700.0|270
2020-01-23|261720.0|17
2020-01-23|412785.0|121
2020-01-23|445599.558|852
2020-01-23|643905.18|778
2020-01-24|26100.0|1003
2020-01-24|55800.0|363
2020-01-24|98136.0|199
2020-01-24|106704.0|1056
2020-01-24|117000.0|599
2020-01-24|141750.0|1027
2020-01-24|170100.0|1051
2020-01-24|222975.0|1032
2020-01-24|225000.0|804
2020-01-24|283770.0|725
2020-01-24|343800.0|1065
2020-01-25|110700.0|606
2020-01-27|84015.0|29
2020-01-27|94050.0|821
2020-01-27|105140.7|313
2020-01-27|144000.0|205
2020-01-27|144000.0|922
2020-01-27|153000.0|264
2020-01-27|202500.0|936
2020-01-27|219150.0|455
2020-01-27|250650.0|138
2020-01-27|253368.0|130
2020-01-27|326745.0|378
2020-01-27|847422.0|773
2020-01-28|41220.0|308
2020-01-28|71100.0|583
2020-01-28|95400.0|362
2020-01-28|132750.0|1070
2020-01-28|181800.0|872
2020-01-28|187200.0|38
2020-01-28|247500.0|585
2020-01-28|322200.0|722
2020-01-28|322650.0|1039
2020-01-28|411300.0|678
2020-01-28|990000.0|290
2020-01-29|64350.0|1048
2020-01-29|96750.0|980
2020-01-29|114058.8|755
2020-01-29|115213.401|354
2020-01-29|117000.0|513
2020-01-29|137700.0|1060
2020-01-29|139950.0|747
2020-01-29|161865.0|810
2020-01-29|189000.0|964
2020-01-29|202500.0|885
2020-01-29|265991.4|888
2020-01-29|283905.0|1014
2020-01-29|419472.0|53
2020-01-29|629100.0|1093
